cq147369,2,10,4965,1,31140,0,0,32,6395,193
muyang1,2,40,4825,3,38520,0,0,24,11245,187
muyang2,2,100,4960,3,37980,0,0,15,10765,187
1358177 yubei,2,10,3225,2,31680,0,0,70,10365,211
1770994 yubeiyi,2,40,3270,2,33840,0,0,47,12285,196
1861216 jia,2,0,3205,2,33900,0,0,99,13275,196
12160829 yi,2,160,3210,30,34560,0,0,82,12235,217
134886 bing,2,40,3295,32,32940,0,0,43,12665,200
88699777 ding,2,100,3265,2,34020,0,0,66,11845,207
pgh123,2,0,4815,31,34800,0,0,6,11205,195
pgh1234,2,0,4870,0,34440,0,0,9,10725,195
pgh12345,2,0,4875,5,33000,0,0,11,12245,179
pgh123456,2,0,4870,5,33540,0,0,4,11445,179
cq147369,2,10,4965,1,31140,0,0,36,6875,115
muyang1,2,40,4825,3,38520,0,0,25,11245,122
muyang2,2,100,4960,3,37980,0,0,16,10765,122
1358177 yubei,2,10,3225,2,31680,0,0,71,10365,146
1770994 yubeiyi,2,40,3270,2,33840,0,0,48,12285,131
1861216 jia,2,0,3205,2,33900,0,0,100,13275,128
12160829 yi,2,160,3210,27,34560,0,0,89,11995,152
134886 bing,2,40,3295,32,32940,0,0,44,12665,135
88699777 ding,2,100,3265,2,34020,0,0,67,11845,145
pgh123,2,0,4815,31,34800,0,0,10,11205,130
pgh1234,2,0,4870,0,34440,0,0,10,10725,130
pgh12345,2,0,4875,5,33000,0,0,12,12245,114
pgh123456,2,0,4870,5,33540,0,0,10,11285,114
cq147369,2,10,4965,1,31140,0,0,34,7835,115
cq147369,2,10,4965,1,31140,0,0,34,7835,115
muyang1,2,40,4825,3,38520,0,0,20,10555,164
muyang2,2,100,4960,3,37980,0,0,11,10075,164
1358177 yubei,2,10,3225,2,31680,0,0,66,9675,188
1770994 yubeiyi,2,40,3270,2,33840,0,0,43,11595,173
1861216 jia,2,0,3205,2,33900,0,0,95,12585,170
12160829 yi,2,160,3210,27,35100,0,0,84,11065,194
134886 bing,2,40,3295,32,32940,0,0,39,11975,177
88699777 ding,2,100,3265,2,34020,0,0,62,11155,187
pgh123,2,0,4815,31,34800,0,0,10,10115,172
pgh1234,2,0,4870,0,34440,0,0,10,9875,172
pgh12345,2,0,4875,5,33000,0,0,10,11555,156
pgh123456,2,0,4870,5,33540,0,0,10,10195,156
cq147369,2,10,4965,1,31140,0,0,30,9755,115
muyang1,2,40,4825,3,38520,0,0,10,12460,175
muyang2,2,100,4960,3,37980,0,0,10,11500,175
1358177 yubei,2,10,3225,2,31680,0,0,56,11580,199
1770994 yubeiyi,2,40,3270,2,33840,0,0,33,13500,184
1861216 jia,2,0,3205,0,34260,0,0,89,14170,181
12160829 yi,2,160,3210,27,35100,0,0,74,12970,205
134886 bing,2,40,3295,32,32940,0,0,29,13880,188
88699777 ding,2,100,3265,2,34020,0,0,52,13060,198
pgh123,2,0,4815,31,34800,0,0,10,11220,183
pgh1234,2,0,4870,0,34440,0,0,10,10980,183
pgh12345,2,0,4875,5,33000,0,0,10,12660,167
pgh123456,2,0,4870,5,33540,0,0,10,11300,167
cq147369,2,10,4965,0,31320,0,0,18,11515,115
muyang1,2,40,4825,3,38520,0,0,0,11700,231
muyang2,2,100,4960,0,38520,0,0,1,10260,231
1358177 yubei,2,10,3225,2,31680,0,0,39,11220,255
1770994 yubeiyi,2,40,3270,2,33840,0,0,16,13140,240
1861216 jia,2,0,3205,0,34260,0,0,72,13810,237
12160829 yi,2,160,3210,27,35100,0,0,57,12610,261
134886 bing,2,40,3295,32,32940,0,0,12,13520,244
88699777 ding,2,100,3265,2,34020,0,0,35,12700,254
pgh123,2,0,4815,29,35160,0,0,0,10220,239
pgh1234,2,0,4870,0,34440,0,0,0,9980,239
pgh12345,2,0,4875,5,33000,0,0,0,11660,223
pgh123456,2,0,4870,5,33540,0,0,0,9580,223
